velocity,ang1,ang2,avg,slg
150.0,14,44,0.5502769492969749,1.5496378355347251
150.0,31,33,0.5882352941176471,2.179930795847751
150.0,19,48,0.5495118549511855,1.7333333333333334
150.0,31,34,0.5872235872235873,2.1474201474201475
150.0,14,45,0.5458192567567568,1.5375844594594594
150.0,31,35,0.5719626168224299,2.108411214953271
150.0,31,36,0.555205047318612,2.0441640378548898
150.0,14,46,0.5423480083857443,1.5280922431865829
150.0,19,49,0.5455048409405255,1.7211618257261412
150.0,31,37,0.5330520393811533,1.9578059071729959
150.0,14,47,0.537949677687669,1.5156997296735288
150.0,19,50,0.5413121054076311,1.7079330222344222
150.0,31,38,0.5037128712871287,1.8527227722772277
150.0,25,26,0.7123287671232876,2.3013698630136985
150.0,14,48,0.5349029326724494,1.5072284180090871
150.0,19,51,0.5389450669581853,1.7004646078163432
150.0,25,27,0.693069306930693,2.2747524752475248
150.0,19,52,0.5348521833468945,1.6875508543531326
150.0,25,28,0.7078039927404719,2.352087114337568
150.0,19,53,0.5319665497707041,1.6784461828972215
150.0,25,29,0.7128987517337032,2.3980582524271843
150.0,25,30,0.7066069428891377,2.4221724524076147
150.0,19,54,0.5302338081160978,1.6726686374630475
150.0,25,31,0.6873786407766991,2.369902912621359
150.0,19,55,0.5272581507215393,1.663281667557456
150.0,25,32,0.68068669527897,2.367381974248927
150.0,19,56,0.5257127631228351,1.6584066080468958
150.0,25,33,0.6689655172413793,2.3386973180076627
150.0,19,57,0.5234810294507827,1.651366410188379
150.0,25,34,0.6619817287420942,2.3162333099086436
150.0,19,58,0.5223722531109346,1.6478686788456447
150.0,25,35,0.6505480335267569,2.2888459058671824
150.0,25,36,0.6393939393939394,2.2533333333333334
150.0,19,59,0.5200316288877175,1.6404849762783342
150.0,25,37,0.6265199768384482,2.2084539664157496
150.0,19,60,0.5187811925400578,1.6354084581034936
150.0,25,38,0.6085526315789473,2.1485745614035086
150.0,19,61,0.5175576519916143,1.6315513626834381
150.0,25,39,0.5955649419218585,2.10506863780359
150.0,19,62,0.515800470096631,1.6260120135805693
150.0,25,40,0.5861718352821556,2.0762582613116423
150.0,19,63,0.5147250456085484,1.6226218399791503
150.0,25,41,0.5754437869822485,2.0389546351084813
150.0,19,64,0.5137877211238293,1.6196670135275755
150.0,25,42,0.5634274772618477,1.996649114408808
150.0,19,65,0.5135205408216329,1.6188247529901196
150.0,25,43,0.5541490857946554,1.9648382559774964
150.0,19,66,0.5128538042066996,1.6167229291093224
150.0,25,44,0.5451627693718478,1.9325997248968363
150.0,19,67,0.5123216601815823,1.6150453955901427
150.0,25,45,0.5357624831309041,1.899685110211426
150.0,19,68,0.5120560020741509,1.6142079336271713
150.0,25,46,0.5285777580859548,1.8741692512184316
150.0,19,69,0.5113930605903677,1.6121180735370275
150.0,25,47,0.5195993031358885,1.8423344947735192
150.0,25,48,0.5135251180764276,1.820094461142121
150.0,19,70,0.5113930605903677,1.6121180735370275
150.0,25,49,0.5078423060618906,1.8003391267486224
150.0,19,71,0.5112606782293554,1.611700750711882
150.0,25,50,0.5018852115626309,1.7792207792207793
150.0,19,72,0.5112606782293554,1.611700750711882
150.0,19,73,0.5111283643892339,1.6112836438923395
150.0,19,74,0.5109961190168176,1.6108667529107374
150.0,19,75,0.5107318334626325,1.6100336177915697
150.0,19,76,0.5107318334626325,1.6100336177915697
150.0,19,77,0.5104678211424141,1.6092013440165418
150.0,19,78,0.5104678211424141,1.6092013440165418
150.0,19,79,0.5104678211424141,1.6092013440165418
150.0,20,24,0.6330376940133038,1.5842572062084257
150.0,20,25,0.6442577030812325,1.6937441643323996
150.0,20,26,0.6559308719560094,1.7879025923016496
150.0,32,33,0.5833333333333334,2.141025641025641
150.0,20,27,0.6577503429355281,1.845679012345679
150.0,10,33,0.6522007404360346,1.5014397367338543
150.0,32,34,0.583941605839416,2.1094890510948905
150.0,20,28,0.6660436137071651,1.9115264797507787
150.0,32,35,0.5646766169154229,2.0696517412935322
150.0,10,34,0.6506024096385542,1.514859437751004
150.0,32,36,0.5449101796407185,1.996007984031936
150.0,20,29,0.6721126760563381,1.972394366197183
150.0,10,35,0.6474158183241974,1.5266249021143306
150.0,32,37,0.5190311418685121,1.8961937716262975
150.0,20,30,0.6728299948638932,2.0210580380071907
150.0,10,36,0.6439408488573075,1.5298636450931438
150.0,20,31,0.6655470249520153,2.0215930902111325
150.0,20,32,0.6633618747183416,2.0414601171698963
150.0,10,37,0.639666919000757,1.5257380772142317
150.0,20,33,0.6579058923272573,2.0449342941924544
150.0,10,38,0.633339527968779,1.517747630551942
150.0,20,34,0.6544206701655229,2.0460234154218813
150.0,10,39,0.6285085305448541,1.5107319757842597
150.0,20,35,0.6479846449136276,2.0429942418426106
150.0,10,40,0.6247284576393918,1.5083272990586531
150.0,20,36,0.6412721893491125,2.030325443786982
150.0,20,37,0.6332254584681769,2.0086299892125137
150.0,10,41,0.6204118173679498,1.5009847806624887
150.0,20,38,0.6216122307157749,1.977414871438499
150.0,20,39,0.6129579375848032,1.953527815468114
150.0,15,29,0.5915875169606513,1.5417232021709633
150.0,20,40,0.6064217146640185,1.9384309831181727
150.0,15,30,0.596474358974359,1.5958333333333334
150.0,20,41,0.5989617131732641,1.916612589227774
150.0,15,31,0.5950260976358612,1.6140620202640468
150.0,20,42,0.5905186127903277,1.8908685968819599
150.0,15,32,0.5964033018867925,1.6432783018867925
150.0,26,27,0.6747572815533981,2.2524271844660193
150.0,20,43,0.5839347348603703,1.8710385942893002
150.0,15,33,0.5954133635334088,1.6613816534541337
150.0,26,28,0.7053824362606232,2.3824362606232294
150.0,20,44,0.5774343122102009,1.8506955177743432
150.0,26,29,0.7131931166347992,2.4359464627151053
150.0,15,34,0.5950684931506849,1.6745205479452054
150.0,20,45,0.5706438815990235,1.8294171498321636
150.0,26,30,0.7050359712230215,2.4575539568345324
150.0,15,35,0.592641609317099,1.6850185283218635
150.0,20,46,0.5653881002718212,1.812745394140743
150.0,26,31,0.6814903846153846,2.387019230769231
150.0,15,36,0.589373226721692,1.685323703894764
150.0,20,47,0.5588059701492537,1.7916417910447762
150.0,26,32,0.6742502585315409,2.3815925542916236
150.0,15,37,0.5847243297926151,1.676783004552352
150.0,20,48,0.5542417972214011,1.7768253029855159
150.0,26,33,0.6612466124661247,2.345980126467931
150.0,26,34,0.6538775510204081,2.3191836734693876
150.0,15,38,0.5776351518143669,1.6625524561836584
150.0,20,49,0.5499560503955464,1.7635511280398477
150.0,26,35,0.6415373244641537,2.287509238728751
150.0,15,39,0.5721912157243387,1.6508129094879884
150.0,20,50,0.5454809648358036,1.7492008137169428
150.0,26,36,0.6294765840220385,2.247245179063361
150.0,20,51,0.5429563205091119,1.7411050043390224
150.0,15,40,0.5681926561754888,1.6452074391988556
150.0,26,37,0.6154349247874428,2.196860693263571
150.0,20,52,0.5385939741750359,1.727116212338594
150.0,15,41,0.563337250293772,1.6336075205640423
150.0,26,38,0.5959409594095941,2.130381303813038
150.0,20,53,0.5355206847360913,1.7172610556348074
150.0,15,42,0.5576923076923077,1.6188600556070436
150.0,26,39,0.5819575471698113,2.082547169811321
150.0,15,43,0.5532110091743119,1.6071100917431194
150.0,20,54,0.5336743393009378,1.710997442455243
150.0,26,40,0.5720746184284907,2.05144149236857
150.0,20,55,0.5305084745762711,1.7008474576271186
150.0,15,44,0.5487749546279492,1.59505444646098
150.0,26,41,0.5606557377049181,2.010928961748634
150.0,20,56,0.5288651084201633,1.6955787102224726
150.0,15,45,0.5440449438202247,1.5817977528089888
150.0,26,42,0.5478582760444209,1.9650978318350079
150.0,20,57,0.5264928511354079,1.687973086627418
150.0,15,46,0.5403657448706513,1.571364852809991
150.0,26,43,0.537984496124031,1.930749354005168
150.0,26,44,0.5284921835602622,1.8961169944528493
150.0,20,58,0.5253146853146853,1.6841958041958043
150.0,15,47,0.5357063895644484,1.5578156091089985
150.0,26,45,0.5185185185185185,1.8607407407407408
150.0,20,59,0.5228285077951003,1.6762249443207127
150.0,15,48,0.5324846356453029,1.5485074626865671
150.0,26,46,0.5109276347741623,1.833414278776105
150.0,20,60,0.521497919556172,1.670735090152566
150.0,15,49,0.5294374182293938,1.5401221107719145
150.0,26,47,0.5014299332697807,1.7993326978074355
150.0,20,61,0.5201992252351965,1.666574432761483
150.0,15,50,0.5262245340268747,1.5307758994364977
150.0,20,62,0.518334711883099,1.660601047697822
150.0,15,51,0.5244060475161987,1.5254859611231102
150.0,20,63,0.517193947730399,1.6569463548830812
150.0,15,52,0.5212537569772434,1.516316015457278
150.0,20,64,0.5161998901702362,1.6537616694124109
150.0,15,53,0.5190252244548953,1.509833262077811
150.0,20,65,0.5159165751920965,1.652854006586169
150.0,15,54,0.51768968456948,1.5057544757033248
150.0,20,66,0.5152096464784872,1.6505892025212388
150.0,20,67,0.5146454968519025,1.6487818231590474
150.0,20,68,0.5143638850889193,1.6478796169630643
150.0,20,69,0.5136612021857924,1.6456284153005465
150.0,33,34,0.562962962962963,2.0
150.0,33,35,0.5437262357414449,1.9923954372623573
150.0,20,70,0.5136612021857924,1.6456284153005465
150.0,33,36,0.5220994475138122,1.9116022099447514
150.0,20,71,0.5135208959300738,1.6451789128653374
150.0,20,72,0.5135208959300738,1.6451789128653374
150.0,20,73,0.513380666302567,1.6447296559257236
150.0,20,74,0.5132405132405132,1.6442806442806444
150.0,20,75,0.5129604365620737,1.6433833560709414
150.0,20,76,0.5129604365620737,1.6433833560709414
150.0,20,77,0.5126806653940551,1.6424870466321244
150.0,20,78,0.5126806653940551,1.6424870466321244
150.0,20,79,0.5126806653940551,1.6424870466321244
150.0,21,22,0.6379310344827587,1.5689655172413792
150.0,21,23,0.6375838926174496,1.5861297539149888
150.0,21,24,0.6463595839524517,1.6924219910846954
150.0,21,25,0.6579572446555819,1.809976247030879
150.0,21,26,0.6695402298850575,1.9022988505747127
150.0,21,27,0.6696501220504475,1.953620829943043
150.0,21,28,0.6780523255813954,2.0188953488372094
150.0,21,29,0.6836998706338939,2.0769728331177233
150.0,21,30,0.6833527357392316,2.1216530849825377
150.0,21,31,0.6743935309973046,2.114824797843666
150.0,21,32,0.671356783919598,2.130653266331658
150.0,21,33,0.6647887323943662,2.1286384976525823
150.0,27,28,0.7469879518072289,2.5481927710843375
150.0,27,29,0.7380952380952381,2.5476190476190474
150.0,21,34,0.6605871886120996,2.1254448398576513
150.0,27,30,0.718503937007874,2.5393700787401574
150.0,21,35,0.6531986531986532,2.1178451178451176
150.0,27,31,0.6852713178294574,2.4310077519379845
150.0,21,36,0.6456565656565657,2.101010101010101
150.0,27,32,0.6756410256410257,2.4166666666666665
150.0,21,37,0.6367554858934169,2.0752351097178683
150.0,27,33,0.6597826086956522,2.368478260869565
150.0,21,38,0.6240090600226501,2.0388825972064932
150.0,27,34,0.651252408477842,2.3342967244701347
150.0,21,39,0.6145641780066201,2.011401250459728
150.0,27,35,0.6372212692967409,2.295883361921098
150.0,21,40,0.6074498567335244,1.9935530085959885
150.0,27,36,0.6237154150197628,2.2490118577075098
150.0,21,41,0.5993690851735016,1.9688047669120223
150.0,27,37,0.6080476900149031,2.19150521609538
150.0,21,42,0.5902539464653397,1.9399450926561428
150.0,27,38,0.5865184155663655,2.116747741487144
150.0,21,43,0.5831643002028397,1.9178498985801218
150.0,27,39,0.5712392312789927,2.0636182902584492
150.0,11,33,0.6326441784548422,1.517519042437432
150.0,21,44,0.5761809713905522,1.8952095808383234
150.0,27,40,0.5606826801517067,2.0297092288242733
150.0,16,28,0.5937873357228196,1.5495818399044206
150.0,11,34,0.6314449395289624,1.5312964141735625
150.0,21,45,0.5688976377952756,1.871719160104987
150.0,27,41,0.5483870967741935,1.985392574558734
150.0,16,29,0.6023871689668034,1.6128310331965685
150.0,11,35,0.6285891344763479,1.5432761826068995
150.0,21,46,0.5632706035042181,1.8533419857235562
150.0,27,42,0.5346244131455399,1.9354460093896713
150.0,16,30,0.6070802663862601,1.6677181913774974
150.0,11,36,0.6253036437246964,1.5463562753036437
150.0,21,47,0.556231976930471,1.8301826337712273
150.0,27,43,0.5240274599542334,1.8981693363844394
150.0,16,31,0.6050167224080267,1.6842809364548494
150.0,34,35,0.5448275862068965,2.013793103448276
150.0,11,37,0.6210882997807454,1.5417580227227428
150.0,21,48,0.5513633481293595,1.8138871274571973
150.0,27,44,0.5139198218262806,1.8608017817371938
150.0,16,32,0.60608,1.71296
150.0,34,36,0.5122950819672131,1.8852459016393444
150.0,21,49,0.5467964824120602,1.7993090452261307
150.0,27,45,0.5032644178454843,1.822633297062024
150.0,11,38,0.6147829487680876,1.5330465389127885
150.0,16,33,0.604594180704441,1.7295558958652373
150.0,21,50,0.5420298879202988,1.783623910336239
150.0,11,39,0.6099537037037037,1.525462962962963
150.0,16,34,0.6039018622524387,1.741353827963346
150.0,21,51,0.5393432465923172,1.7747831474597273
150.0,11,40,0.6062392999809777,1.5227315959672818
150.0,16,35,0.6009683850754771,1.7502136143548845
150.0,21,52,0.5347051597051597,1.7595208845208845
150.0,11,41,0.6019180142910868,1.5148552087250846
150.0,16,36,0.5972299168975069,1.748753462603878
150.0,21,53,0.5314407814407814,1.7487789987789988
150.0,11,42,0.5969511061535602,1.5043688417921546
150.0,16,37,0.5920802820721454,1.738269595877407
150.0,21,54,0.5294832826747721,1.7419452887537994
150.0,16,38,0.5843023255813954,1.7214587737843552
150.0,21,55,0.5261250377529447,1.7308970099667773
150.0,21,56,0.5243829018663456,1.7251655629139073
150.0,16,39,0.5783601453035807,1.7078360145303582
150.0,16,40,0.5739750445632799,1.7007894066717597
150.0,21,57,0.5218693828639904,1.7168963451168364
150.0,21,58,0.5206216377764495,1.7127913927077107
150.0,16,41,0.5687061183550652,1.6875626880641925
150.0,21,59,0.5179898899791853,1.704133214391912
150.0,16,42,0.5626080513707088,1.671029883921956
150.0,21,60,0.5165876777251185,1.6981635071090047
150.0,16,43,0.5577815783044222,1.6579526020034205
150.0,21,61,0.5152141802067947,1.6936484490398818
150.0,16,44,0.5530065201642116,1.6445303066892054
150.0,21,62,0.5132430841671571,1.687168922895821
150.0,16,45,0.5479321061439159,1.6299306717666746
150.0,21,63,0.5120375807398708,1.683206106870229
150.0,16,46,0.5439886175005928,1.6184491344557743
150.0,21,64,0.51098740111339,1.6797538822150602
150.0,16,47,0.5390037593984962,1.6036184210526316
150.0,21,65,0.5106881405563689,1.678770131771596
150.0,16,48,0.5355560736768478,1.5933784098857542
150.0,21,66,0.5099415204678363,1.6763157894736842
150.0,16,49,0.532299143320213,1.5841630006946053
150.0,21,67,0.5093457943925234,1.674357476635514
150.0,16,50,0.5288704853922245,1.5739590522199218
150.0,21,68,0.5090484530064214,1.6733800350262698
150.0,16,51,0.5269310107724043,1.5681870272748109
150.0,21,69,0.508306616146896,1.6709414164966483
150.0,16,52,0.5235709405602369,1.558187201093145
150.0,21,70,0.508306616146896,1.6709414164966483
150.0,16,53,0.5211970074812967,1.5511221945137157
150.0,21,71,0.5081585081585082,1.6704545454545454
150.0,16,54,0.519774011299435,1.5466666666666666
150.0,21,72,0.5081585081585082,1.6704545454545454
150.0,16,55,0.51731893837157,1.53936122357175
150.0,21,73,0.5080104864549956,1.66996795805418
150.0,16,56,0.5160421808391294,1.5355620372447836
150.0,21,74,0.5078625509609784,1.6694816540477577
150.0,21,75,0.5075669383003493,1.668509895227008
150.0,16,57,0.5141962888441761,1.530069304717192
150.0,21,76,0.5075669383003493,1.668509895227008
150.0,16,58,0.5132782860968533,1.5273376478464629
150.0,21,77,0.5072716695753345,1.6675392670157068
150.0,16,59,0.5113383726100489,1.5215651400622499
150.0,21,78,0.5072716695753345,1.6675392670157068
150.0,16,60,0.5103081356683662,1.5176235867878518
150.0,28,29,0.7262569832402235,2.553072625698324
150.0,21,79,0.5072716695753345,1.6675392670157068
150.0,16,61,0.5092920353982301,1.5146017699115044
150.0,22,23,0.646551724137931,1.6422413793103448
150.0,28,30,0.7037037037037037,2.5384615384615383
150.0,16,62,0.5078314581954555,1.5102581072137657
150.0,22,24,0.6550218340611353,1.7707423580786026
150.0,28,31,0.6639344262295082,2.3954918032786887
150.0,16,63,0.5069367980621009,1.5075974454965866
150.0,22,25,0.6682615629984051,1.9074960127591707
150.0,28,32,0.6565008025682183,2.3852327447833064
150.0,22,26,0.6803377563329313,2.0
150.0,16,64,0.5061565523306948,1.5052770448548813
150.0,28,33,0.6408912188728703,2.332896461336828
150.0,22,27,0.6785009861932939,2.044378698224852
150.0,28,34,0.6333711691259932,2.29738933030647
150.0,16,65,0.505934065934066,1.5046153846153847
150.0,22,28,0.6873385012919897,2.1102497846683894
150.0,28,35,0.6194251734390486,2.2576808721506443
150.0,16,66,0.5053787047200878,1.5029637760702526
150.0,22,29,0.6927122464312547,2.1660405709992485
150.0,28,36,0.605595667870036,2.207581227436823
150.0,22,30,0.6912840984697272,2.206919494344644
150.0,16,67,0.5049352928273744,1.501645097609125
150.0,28,37,0.5890295358649789,2.1451476793248947
150.0,22,31,0.6804878048780488,2.192073170731707
150.0,16,68,0.5047138785354089,1.5009866257399693
150.0,28,38,0.5663026521060842,2.064742589703588
150.0,22,32,0.6766197183098591,2.203943661971831
150.0,28,39,0.5502958579881657,2.008136094674556
150.0,22,33,0.6689295039164491,2.1963446475195822
150.0,28,40,0.5396491228070175,1.9733333333333334
150.0,22,34,0.6640432857845548,2.1888834235120513
150.0,28,41,0.5269179004037685,1.9266487213997308
150.0,22,35,0.6557149467838963,2.1767700138824617
150.0,28,42,0.5126050420168067,1.8739495798319328
150.0,22,36,0.6473451327433628,2.1557522123893804
150.0,28,43,0.5015713387806411,1.8346951602765555
150.0,22,37,0.6375695335900727,2.1258023106546853
150.0,22,38,0.6236647493837305,2.0842235004108463
150.0,22,39,0.6134185303514377,2.053115015974441
150.0,22,40,0.605743112145906,2.032596041909197
150.0,22,41,0.5970432145564822,2.0049279757391965
150.0,22,42,0.5872545387180437,1.9729529455353836
150.0,22,43,0.5796573095151294,1.948596427269413
150.0,22,44,0.5721963453959155,1.923683267646005
150.0,22,45,0.5644193434521708,1.8979879985880692
150.0,17,27,0.5973534971644613,1.561436672967864
150.0,22,46,0.5584234391349843,1.8779211719567492
150.0,17,28,0.6071586389748121,1.6266018559434379
150.0,22,47,0.550929112181693,1.8527185134205093
150.0,17,29,0.6157007809288944,1.6909165639128647
150.0,22,48,0.5457638652602926,1.834977883633889
150.0,17,30,0.6199616122840691,1.745873320537428
150.0,22,49,0.5409228696530819,1.8191310205456384
150.0,17,31,0.6170678336980306,1.7600291757840991
150.0,22,50,0.5358692025358692,1.8021354688021354
150.0,17,32,0.6176572818908586,1.7876259993048313
150.0,22,51,0.5330235645536011,1.7925655492864254
150.0,17,33,0.615512098110706,1.8021213125621478
150.0,22,52,0.5281157513975666,1.7760605064123645
